industry,level,level,line_code,value
Other services,1,2,D0401.02,732
total,0,1,D0401.02,26229
total,0,1,D0401.03,4230
total,0,1,D0401.03,1290
total,0,1,D0401.03,390
total,0,1,D0401.03,282
"Agriculture, forestry, & fishing",1,2,D0401.03,810
Agriculture,2,3,D0401.03,549
Commercial fishing,2,3,D0401.03,9
Forestry & logging,2,3,D0401.03,48
"Agriculture, forestry, & fishing support services",2,3,D0401.03,204
Mining,1,2,D0401.03,9
Manufacturing,1,2,D0401.03,645
"Food, beverage, & tobacco",2,3,D0401.03,174
"Textile, clothing, footwear, & leather",2,3,D0401.03,30
Wood & paper product,2,3,D0401.03,69
"Printing, publishing, & recorded media",2,3,D0401.03,36
"Petroleum, coal, chemical, & associated product",2,3,D0401.03,72
Non-metallic mineral product,2,3,D0401.03,36
Metal product,2,3,D0401.03,96
Transport and industrial machinery & equipment,2,3,D0401.03,66
Other machinery & equipment,2,3,D0401.03,30
Other manufacturing,2,3,D0401.03,36
"Electricity, gas, water, & waste services",1,2,D0401.03,30
Construction,1,2,D0401.03,765
Wholesale trade,1,2,D0401.03,510
Machinery & equipment wholesaling,2,3,D0401.03,51
Other wholesale trade,2,3,D0401.03,459
Retail trade,1,2,D0401.03,423
Accommodation & food services,1,2,D0401.03,1167
"Transport, postal, & warehousing",1,2,D0401.03,213
Information media & telecommunications,1,2,D0401.03,30
Publishing,2,3,D0401.03,9
Motion picture,2,3,D0401.03,6
Telecommunications,2,3,D0401.03,12
Financial & insurance services,1,2,D0401.03,36
Finance,2,3,D0401.03,21
Insurance,2,3,D0401.03,0
Auxiliary,2,3,D0401.03,18
"Rental, hiring, & real estate services",1,2,D0401.03,207
"Professional, scientific, & technical services",1,2,D0401.03,492
Computer systems design,2,3,D0401.03,99
Other professional scientific,2,3,D0401.03,396
Administrative & support services,1,2,D0401.03,237
Education & training,1,2,D0401.03,123
Health care & social assistance,1,2,D0401.03,198
Arts & recreation services,1,2,D0401.03,75
Other services,1,2,D0401.03,213
total,0,1,D0401.03,6192
total,0,1,D0401.04,6591
total,0,1,D0401.04,1473
total,0,1,D0401.04,423
total,0,1,D0401.04,354
"Agriculture, forestry, & fishing",1,2,D0401.04,492
Agriculture,2,3,D0401.04,264
Commercial fishing,2,3,D0401.04,12
Forestry & logging,2,3,D0401.04,42
"Agriculture, forestry, & fishing support services",2,3,D0401.04,171
Mining,1,2,D0401.04,30
Manufacturing,1,2,D0401.04,936
"Food, beverage, & tobacco",2,3,D0401.04,171
"Textile, clothing, footwear, & leather",2,3,D0401.04,45
Wood & paper product,2,3,D0401.04,93
"Printing, publishing, & recorded media",2,3,D0401.04,39
"Petroleum, coal, chemical, & associated product",2,3,D0401.04,111
Non-metallic mineral product,2,3,D0401.04,45
Metal product,2,3,D0401.04,201
Transport and industrial machinery & equipment,2,3,D0401.04,123
Other machinery & equipment,2,3,D0401.04,33
Other manufacturing,2,3,D0401.04,78
"Electricity, gas, water, & waste services",1,2,D0401.04,39
Construction,1,2,D0401.04,918
Wholesale trade,1,2,D0401.04,684
Machinery & equipment wholesaling,2,3,D0401.04,273
Other wholesale trade,2,3,D0401.04,411
Retail trade,1,2,D0401.04,618
Accommodation & food services,1,2,D0401.04,1566
"Transport, postal, & warehousing",1,2,D0401.04,288
Information media & telecommunications,1,2,D0401.04,108
Publishing,2,3,D0401.04,30
Motion picture,2,3,D0401.04,42
Telecommunications,2,3,D0401.04,33
Financial & insurance services,1,2,D0401.04,201
Finance,2,3,D0401.04,57
Insurance,2,3,D0401.04,18
Auxiliary,2,3,D0401.04,129
"Rental, hiring, & real estate services",1,2,D0401.04,177
"Professional, scientific, & technical services",1,2,D0401.04,1062
Computer systems design,2,3,D0401.04,282
Other professional scientific,2,3,D0401.04,783
Administrative & support services,1,2,D0401.04,462
Education & training,1,2,D0401.04,288
Health care & social assistance,1,2,D0401.04,621
Arts & recreation services,1,2,D0401.04,126
Other services,1,2,D0401.04,222
total,0,1,D0401.04,8844
total,0,1,D0402.01,2148
total,0,1,D0402.01,699
total,0,1,D0402.01,195
total,0,1,D0402.01,213
"Agriculture, forestry, & fishing",1,2,D0402.01,471
Agriculture,2,3,D0402.01,336
Commercial fishing,2,3,D0402.01,3
Forestry & logging,2,3,D0402.01,21
"Agriculture, forestry, & fishing support services",2,3,D0402.01,111
Mining,1,2,D0402.01,9
Manufacturing,1,2,D0402.01,432
"Food, beverage, & tobacco",2,3,D0402.01,132
"Textile, clothing, footwear, & leather",2,3,D0402.01,15
Wood & paper product,2,3,D0402.01,33
"Printing, publishing, & recorded media",2,3,D0402.01,21
"Petroleum, coal, chemical, & associated product",2,3,D0402.01,30
Non-metallic mineral product,2,3,D0402.01,12
Metal product,2,3,D0402.01,36
Transport and industrial machinery & equipment,2,3,D0402.01,105
Other machinery & equipment,2,3,D0402.01,15
Other manufacturing,2,3,D0402.01,30
"Electricity, gas, water, & waste services",1,2,D0402.01,18
Construction,1,2,D0402.01,195
Wholesale trade,1,2,D0402.01,285
Machinery & equipment wholesaling,2,3,D0402.01,114
Other wholesale trade,2,3,D0402.01,171
Retail trade,1,2,D0402.01,396
Accommodation & food services,1,2,D0402.01,282
"Transport, postal, & warehousing",1,2,D0402.01,192
Information media & telecommunications,1,2,D0402.01,30
Publishing,2,3,D0402.01,9
Motion picture,2,3,D0402.01,9
Telecommunications,2,3,D0402.01,9
Financial & insurance services,1,2,D0402.01,60
Finance,2,3,D0402.01,24
Insurance,2,3,D0402.01,0
Auxiliary,2,3,D0402.01,36
"Rental, hiring, & real estate services",1,2,D0402.01,96
"Professional, scientific, & technical services",1,2,D0402.01,204
Computer systems design,2,3,D0402.01,27
Other professional scientific,2,3,D0402.01,177
Administrative & support services,1,2,D0402.01,153
Education & training,1,2,D0402.01,66
Health care & social assistance,1,2,D0402.01,192
Arts & recreation services,1,2,D0402.01,51
Other services,1,2,D0402.01,114
total,0,1,D0402.01,3255
total,0,1,D0402.02,18870
total,0,1,D0402.02,4491
total,0,1,D0402.02,1392
total,0,1,D0402.02,1098
"Agriculture, forestry, & fishing",1,2,D0402.02,2121
Agriculture,2,3,D0402.02,1413
Commercial fishing,2,3,D0402.02,36
Forestry & logging,2,3,D0402.02,168
"Agriculture, forestry, & fishing support services",2,3,D0402.02,501
Mining,1,2,D0402.02,60
Manufacturing,1,2,D0402.02,3057
"Food, beverage, & tobacco",2,3,D0402.02,609
"Textile, clothing, footwear, & leather",2,3,D0402.02,192
Wood & paper product,2,3,D0402.02,318
"Printing, publishing, & recorded media",2,3,D0402.02,165
"Petroleum, coal, chemical, & associated product",2,3,D0402.02,249
Non-metallic mineral product,2,3,D0402.02,87
Metal product,2,3,D0402.02,573
Transport and industrial machinery & equipment,2,3,D0402.02,525
Other machinery & equipment,2,3,D0402.02,123
Other manufacturing,2,3,D0402.02,213
"Electricity, gas, water, & waste services",1,2,D0402.02,84
Construction,1,2,D0402.02,3201
Wholesale trade,1,2,D0402.02,1791
Machinery & equipment wholesaling,2,3,D0402.02,462
Other wholesale trade,2,3,D0402.02,1329
Retail trade,1,2,D0402.02,3582
Accommodation & food services,1,2,D0402.02,3204
"Transport, postal, & warehousing",1,2,D0402.02,888
Information media & telecommunications,1,2,D0402.02,198
Publishing,2,3,D0402.02,69
Motion picture,2,3,D0402.02,66
Telecommunications,2,3,D0402.02,60
Financial & insurance services,1,2,D0402.02,285
Finance,2,3,D0402.02,93
Insurance,2,3,D0402.02,15
Auxiliary,2,3,D0402.02,180
"Rental, hiring, & real estate services",1,2,D0402.02,570
"Professional, scientific, & technical services",1,2,D0402.02,2784
Computer systems design,2,3,D0402.02,411
Other professional scientific,2,3,D0402.02,2376
Administrative & support services,1,2,D0402.02,927
Education & training,1,2,D0402.02,507
Health care & social assistance,1,2,D0402.02,1611
Arts & recreation services,1,2,D0402.02,261
Other services,1,2,D0402.02,708
total,0,1,D0402.02,25851
total,0,1,D0402.03,4686
total,0,1,D0402.03,1170
total,0,1,D0402.03,294
total,0,1,D0402.03,237
"Agriculture, forestry, & fishing",1,2,D0402.03,714
Agriculture,2,3,D0402.03,504
Commercial fishing,2,3,D0402.03,9
Forestry & logging,2,3,D0402.03,51
"Agriculture, forestry, & fishing support services",2,3,D0402.03,153
Mining,1,2,D0402.03,18
Manufacturing,1,2,D0402.03,825
"Food, beverage, & tobacco",2,3,D0402.03,150
"Textile, clothing, footwear, & leather",2,3,D0402.03,33
Wood & paper product,2,3,D0402.03,81
"Printing, publishing, & recorded media",2,3,D0402.03,24
"Petroleum, coal, chemical, & associated product",2,3,D0402.03,90
Non-metallic mineral product,2,3,D0402.03,36
Metal product,2,3,D0402.03,186
Transport and industrial machinery & equipment,2,3,D0402.03,111
Other machinery & equipment,2,3,D0402.03,42
Other manufacturing,2,3,D0402.03,69
"Electricity, gas, water, & waste services",1,2,D0402.03,21
Construction,1,2,D0402.03,1260
Wholesale trade,1,2,D0402.03,471
Machinery & equipment wholesaling,2,3,D0402.03,129
Other wholesale trade,2,3,D0402.03,339
Retail trade,1,2,D0402.03,276
Accommodation & food services,1,2,D0402.03,1143
"Transport, postal, & warehousing",1,2,D0402.03,219
Information media & telecommunications,1,2,D0402.03,42
Publishing,2,3,D0402.03,15
Motion picture,2,3,D0402.03,9
Telecommunications,2,3,D0402.03,15
Financial & insurance services,1,2,D0402.03,48
Finance,2,3,D0402.03,27
Insurance,2,3,D0402.03,3
Auxiliary,2,3,D0402.03,21
"Rental, hiring, & real estate services",1,2,D0402.03,135
"Professional, scientific, & technical services",1,2,D0402.03,300
Computer systems design,2,3,D0402.03,66
Other professional scientific,2,3,D0402.03,237
Administrative & support services,1,2,D0402.03,150
Education & training,1,2,D0402.03,141
Health care & social assistance,1,2,D0402.03,312
Arts & recreation services,1,2,D0402.03,51
Other services,1,2,D0402.03,258
total,0,1,D0402.03,6387
total,0,1,D0402.04,6543
total,0,1,D0402.04,1491
total,0,1,D0402.04,408
total,0,1,D0402.04,321
"Agriculture, forestry, & fishing",1,2,D0402.04,429
Agriculture,2,3,D0402.04,237
Commercial fishing,2,3,D0402.04,3
Forestry & logging,2,3,D0402.04,18
"Agriculture, forestry, & fishing support services",2,3,D0402.04,168
Mining,1,2,D0402.04,24
Manufacturing,1,2,D0402.04,960
"Food, beverage, & tobacco",2,3,D0402.04,231
"Textile, clothing, footwear, & leather",2,3,D0402.04,39
Wood & paper product,2,3,D0402.04,87
"Printing, publishing, & recorded media",2,3,D0402.04,36
"Petroleum, coal, chemical, & associated product",2,3,D0402.04,78
Non-metallic mineral product,2,3,D0402.04,57
Metal product,2,3,D0402.04,183
Transport and industrial machinery & equipment,2,3,D0402.04,144
Other machinery & equipment,2,3,D0402.04,48
Other manufacturing,2,3,D0402.04,57
"Electricity, gas, water, & waste services",1,2,D0402.04,39
Construction,1,2,D0402.04,948
Wholesale trade,1,2,D0402.04,687
Machinery & equipment wholesaling,2,3,D0402.04,267
Other wholesale trade,2,3,D0402.04,420
Retail trade,1,2,D0402.04,501
Accommodation & food services,1,2,D0402.04,1500
"Transport, postal, & warehousing",1,2,D0402.04,324
Information media & telecommunications,1,2,D0402.04,117
Publishing,2,3,D0402.04,33
Motion picture,2,3,D0402.04,48
Telecommunications,2,3,D0402.04,33
Financial & insurance services,1,2,D0402.04,180
Finance,2,3,D0402.04,45
Insurance,2,3,D0402.04,18
Auxiliary,2,3,D0402.04,117
"Rental, hiring, & real estate services",1,2,D0402.04,201
"Professional, scientific, & technical services",1,2,D0402.04,1239
Computer systems design,2,3,D0402.04,318
Other professional scientific,2,3,D0402.04,921
Administrative & support services,1,2,D0402.04,519
Education & training,1,2,D0402.04,267
Health care & social assistance,1,2,D0402.04,522
Arts & recreation services,1,2,D0402.04,99
Other services,1,2,D0402.04,204
total,0,1,D0402.04,8766
total,0,1,D0403.01,1110
total,0,1,D0403.01,345
total,0,1,D0403.01,96
total,0,1,D0403.01,75
"Agriculture, forestry, & fishing",1,2,D0403.01,225
Agriculture,2,3,D0403.01,156
Commercial fishing,2,3,D0403.01,0
Forestry & logging,2,3,D0403.01,9
"Agriculture, forestry, & fishing support services",2,3,D0403.01,63
Mining,1,2,D0403.01,9
Manufacturing,1,2,D0403.01,228
"Food, beverage, & tobacco",2,3,D0403.01,84
"Textile, clothing, footwear, & leather",2,3,D0403.01,15
Wood & paper product,2,3,D0403.01,24
"Printing, publishing, & recorded media",2,3,D0403.01,12
"Petroleum, coal, chemical, & associated product",2,3,D0403.01,9
Non-metallic mineral product,2,3,D0403.01,6
Metal product,2,3,D0403.01,21
Transport and industrial machinery & equipment,2,3,D0403.01,30
Other machinery & equipment,2,3,D0403.01,9
Other manufacturing,2,3,D0403.01,18
"Electricity, gas, water, & waste services",1,2,D0403.01,6
Construction,1,2,D0403.01,123
Wholesale trade,1,2,D0403.01,153
Machinery & equipment wholesaling,2,3,D0403.01,54
Other wholesale trade,2,3,D0403.01,99
Retail trade,1,2,D0403.01,132
Accommodation & food services,1,2,D0403.01,162
"Transport, postal, & warehousing",1,2,D0403.01,117
Information media & telecommunications,1,2,D0403.01,21
Publishing,2,3,D0403.01,15
Motion picture,2,3,D0403.01,0
Telecommunications,2,3,D0403.01,3
Financial & insurance services,1,2,D0403.01,21
Finance,2,3,D0403.01,9
Insurance,2,3,D0403.01,3
Auxiliary,2,3,D0403.01,12
"Rental, hiring, & real estate services",1,2,D0403.01,51
"Professional, scientific, & technical services",1,2,D0403.01,72
Computer systems design,2,3,D0403.01,15
Other professional scientific,2,3,D0403.01,60
Administrative & support services,1,2,D0403.01,78
Education & training,1,2,D0403.01,36
Health care & social assistance,1,2,D0403.01,57
Arts & recreation services,1,2,D0403.01,33
Other services,1,2,D0403.01,99
total,0,1,D0403.01,1629
total,0,1,D0403.02,18672
total,0,1,D0403.02,4470
total,0,1,D0403.02,1425
total,0,1,D0403.02,1233
"Agriculture, forestry, & fishing",1,2,D0403.02,2298
Agriculture,2,3,D0403.02,1575
Commercial fishing,2,3,D0403.02,39
Forestry & logging,2,3,D0403.02,186
"Agriculture, forestry, & fishing support services",2,3,D0403.02,501
Mining,1,2,D0403.02,57
Manufacturing,1,2,D0403.02,3177
"Food, beverage, & tobacco",2,3,D0403.02,645
"Textile, clothing, footwear, & leather",2,3,D0403.02,168
Wood & paper product,2,3,D0403.02,351
"Printing, publishing, & recorded media",2,3,D0403.02,156
"Petroleum, coal, chemical, & associated product",2,3,D0403.02,228
Non-metallic mineral product,2,3,D0403.02,99
Metal product,2,3,D0403.02,567
Transport and industrial machinery & equipment,2,3,D0403.02,600
Other machinery & equipment,2,3,D0403.02,138
Other manufacturing,2,3,D0403.02,225
"Electricity, gas, water, & waste services",1,2,D0403.02,96
Construction,1,2,D0403.02,3339
Wholesale trade,1,2,D0403.02,1758
Machinery & equipment wholesaling,2,3,D0403.02,483
Other wholesale trade,2,3,D0403.02,1275
Retail trade,1,2,D0403.02,3051
Accommodation & food services,1,2,D0403.02,2982
"Transport, postal, & warehousing",1,2,D0403.02,1014
Information media & telecommunications,1,2,D0403.02,216
Publishing,2,3,D0403.02,60
Motion picture,2,3,D0403.02,87
Telecommunications,2,3,D0403.02,72
Financial & insurance services,1,2,D0403.02,330
Finance,2,3,D0403.02,105
Insurance,2,3,D0403.02,15
Auxiliary,2,3,D0403.02,213
"Rental, hiring, & real estate services",1,2,D0403.02,594
"Professional, scientific, & technical services",1,2,D0403.02,2793
Computer systems design,2,3,D0403.02,480
Other professional scientific,2,3,D0403.02,2319
Administrative & support services,1,2,D0403.02,954
Education & training,1,2,D0403.02,528
Health care & social assistance,1,2,D0403.02,1725
Arts & recreation services,1,2,D0403.02,282
Other services,1,2,D0403.02,594
total,0,1,D0403.02,25803
total,0,1,D0403.03,7245
total,0,1,D0403.03,1812
total,0,1,D0403.03,426
total,0,1,D0403.03,306
"Agriculture, forestry, & fishing",1,2,D0403.03,741
Agriculture,2,3,D0403.03,474
Commercial fishing,2,3,D0403.03,6
Forestry & logging,2,3,D0403.03,42
"Agriculture, forestry, & fishing support services",2,3,D0403.03,222
Mining,1,2,D0403.03,24
Manufacturing,1,2,D0403.03,1005
"Food, beverage, & tobacco",2,3,D0403.03,207
"Textile, clothing, footwear, & leather",2,3,D0403.03,66
Wood & paper product,2,3,D0403.03,66
"Printing, publishing, & recorded media",2,3,D0403.03,42
"Petroleum, coal, chemical, & associated product",2,3,D0403.03,138
Non-metallic mineral product,2,3,D0403.03,36
Metal product,2,3,D0403.03,198
Transport and industrial machinery & equipment,2,3,D0403.03,126
Other machinery & equipment,2,3,D0403.03,42
Other manufacturing,2,3,D0403.03,84
"Electricity, gas, water, & waste services",1,2,D0403.03,36
Construction,1,2,D0403.03,1428
Wholesale trade,1,2,D0403.03,675
Machinery & equipment wholesaling,2,3,D0403.03,159
Other wholesale trade,2,3,D0403.03,516
Retail trade,1,2,D0403.03,1179
Accommodation & food services,1,2,D0403.03,1959
"Transport, postal, & warehousing",1,2,D0403.03,315
Information media & telecommunications,1,2,D0403.03,66
Publishing,2,3,D0403.03,33
Motion picture,2,3,D0403.03,15
Telecommunications,2,3,D0403.03,18
Financial & insurance services,1,2,D0403.03,63
Finance,2,3,D0403.03,33
Insurance,2,3,D0403.03,0
Auxiliary,2,3,D0403.03,33
"Rental, hiring, & real estate services",1,2,D0403.03,210
"Professional, scientific, & technical services",1,2,D0403.03,570
Computer systems design,2,3,D0403.03,99
Other professional scientific,2,3,D0403.03,474
Administrative & support services,1,2,D0403.03,351
Education & training,1,2,D0403.03,195
Health care & social assistance,1,2,D0403.03,477
Arts & recreation services,1,2,D0403.03,57
Other services,1,2,D0403.03,420
total,0,1,D0403.03,9789
total,0,1,D0403.04,5217
total,0,1,D0403.04,1224
total,0,1,D0403.04,345
total,0,1,D0403.04,252
